,loss,recall,val_loss,val_recall
0,0.739206075668335,0.6708333492279053,0.5566562414169312,0.8028994202613831
1,0.21917374432086945,0.8966813087463379,0.4756285846233368,0.8535891175270081
2,0.13872161507606506,0.9386768937110901,0.43647730350494385,0.8839426636695862
3,0.10290408879518509,0.9573172330856323,0.4600062668323517,0.8853555917739868
4,0.08070267736911774,0.9692617058753967,0.46673518419265747,0.891643226146698
5,0.0667325109243393,0.97585529088974,0.4988934099674225,0.8879938125610352
6,0.05567517876625061,0.980928361415863,0.5064931511878967,0.889600932598114
7,0.04670935496687889,0.9852558374404907,0.5214613080024719,0.8947769999504089
8,0.040672916918992996,0.988304078578949,0.5277001261711121,0.8950716257095337
9,0.036790769547224045,0.989159345626831,0.5350692868232727,0.8966251611709595
10,0.032412633299827576,0.9910452961921692,0.5336899161338806,0.9017409682273865
11,0.027995210140943527,0.9927266240119934,0.5443304777145386,0.9004486203193665
12,0.026659006252884865,0.9929166436195374,0.5581967830657959,0.9034485220909119
13,0.024079343304038048,0.9936769008636475,0.5645065307617188,0.9003615975379944
14,0.022110434249043465,0.9943640232086182,0.5663381218910217,0.9021092653274536
15,0.020260827615857124,0.9949780702590942,0.5789678692817688,0.902671754360199
16,0.018887462094426155,0.9952631592750549,0.5823714137077332,0.9042855501174927
17,0.018250230699777603,0.9952850937843323,0.5992136597633362,0.903214156627655
18,0.01688390038907528,0.9958844780921936,0.6124793887138367,0.9023637175559998
19,0.014799454249441624,0.9968932867050171,0.6048069000244141,0.9030400514602661
20,0.014466480351984501,0.9966520667076111,0.6070919632911682,0.9035087823867798
21,0.013201363384723663,0.9972587823867798,0.6069157123565674,0.9070912003517151
22,0.012456393800675869,0.9976169466972351,0.6191551685333252,0.90537029504776
23,0.012279639951884747,0.9975000023841858,0.6272280812263489,0.9051626920700073
24,0.011571810580790043,0.9977338910102844,0.6318567991256714,0.9055377244949341
25,0.010327874682843685,0.9981579184532166,0.6440601348876953,0.9039506912231445
26,0.010320023633539677,0.9981359839439392,0.6425758004188538,0.9052028656005859
27,0.009303593076765537,0.9985234141349792,0.6446263194084167,0.9057050943374634
28,0.009229595772922039,0.9983991384506226,0.6541244983673096,0.9048413038253784
29,0.008396263234317303,0.9985526204109192,0.6583279371261597,0.9051292538642883
30,0.00857887975871563,0.9985745549201965,0.6625413298606873,0.9054305553436279
31,0.00788035336881876,0.9987646341323853,0.6674038171768188,0.9042989015579224
32,0.00766825070604682,0.9987426996231079,0.6748526692390442,0.9050220847129822
33,0.007485213223844767,0.9988157749176025,0.678783655166626,0.9036828875541687
34,0.007098159287124872,0.9990131855010986,0.6821773648262024,0.9056046605110168
35,0.007347433362156153,0.9987061619758606,0.6907112002372742,0.904881477355957
36,0.006487016100436449,0.9991593360900879,0.6919508576393127,0.9059662222862244
37,0.006325136870145798,0.9990789294242859,0.6973505020141602,0.9060131311416626
38,0.005949974060058594,0.9992690086364746,0.6990042924880981,0.9048011302947998
39,0.005574349779635668,0.999371349811554,0.7019085884094238,0.9062274098396301
40,0.005469615571200848,0.9994444251060486,0.7025057077407837,0.9064416885375977
41,0.005260860081762075,0.9994736909866333,0.722205400466919,0.902758777141571
42,0.00507784727960825,0.9995102286338806,0.7141053080558777,0.9054573178291321
43,0.004867619834840298,0.9995687007904053,0.718114972114563,0.9054975509643555
