,loss,recall,val_loss,val_recall
0,0.6986221075057983,0.5068649649620056,0.6939978003501892,0.49956101179122925
1,0.6916610598564148,0.52173912525177,0.6926501989364624,0.49956101179122925
2,0.689177393913269,0.5398823022842407,0.6887919306755066,0.532798171043396
3,0.686053991317749,0.5444589853286743,0.6840532422065735,0.5438651442527771
4,0.6799681186676025,0.5647270083427429,0.6879498362541199,0.5282301306724548
5,0.6753019094467163,0.573390007019043,0.6687330603599548,0.5790001749992371
6,0.6665514707565308,0.5810722708702087,0.6637630462646484,0.5676625967025757
7,0.6543077826499939,0.5941483974456787,0.6565423011779785,0.600662112236023
8,0.6458112001419067,0.5957829356193542,0.6460133194923401,0.6025797724723816
9,0.6344306468963623,0.6101667284965515,0.6325249075889587,0.6304039359092712
10,0.6260979771614075,0.6224256157875061,0.6314273476600647,0.6175942420959473
11,0.6224204897880554,0.6167048215866089,0.6263552308082581,0.6092469692230225
12,0.6256077885627747,0.6240601539611816,0.6291274428367615,0.6187956929206848
13,0.6138296127319336,0.6261849999427795,0.613828182220459,0.637787401676178
14,0.6094167232513428,0.6355018019676208,0.6508172154426575,0.5856608152389526
15,0.6124786734580994,0.6224256157875061,0.6066753268241882,0.6416457891464233
16,0.6009268760681152,0.6399149894714355,0.6049146056175232,0.6504221558570862
17,0.5993437170982361,0.6379535794258118,0.6089674234390259,0.6407777667045593
18,0.6008582711219788,0.638934314250946,0.6174107789993286,0.6360644698143005
19,0.5992143750190735,0.6387708187103271,0.6015626192092896,0.662525475025177
20,0.6043475866317749,0.6382805109024048,0.5970770120620728,0.6604725122451782
21,0.5930182933807373,0.6484144926071167,0.6024956703186035,0.646880567073822
22,0.5921907424926758,0.6482510566711426,0.5962498784065247,0.6519140005111694
23,0.5881310701370239,0.6474338173866272,0.5939937829971313,0.6629182696342468
24,0.5860934257507324,0.6511932015419006,0.5966020822525024,0.6654828190803528
25,0.5879720449447632,0.6528277397155762,0.5956897735595703,0.6510624885559082
26,0.585453987121582,0.6552795171737671,0.592890202999115,0.6648854613304138
27,0.5823829770088196,0.6549525856971741,0.5951371788978577,0.6532243490219116
28,0.5821910500526428,0.6526642441749573,0.5933221578598022,0.6602546572685242
29,0.5835724472999573,0.6551160216331482,0.5967200398445129,0.6599279046058655
30,0.5824448466300964,0.6556063890457153,0.5907265543937683,0.6698693633079529
31,0.5826829671859741,0.6559333205223083,0.5897542834281921,0.6646775007247925
32,0.5881337523460388,0.6536449790000916,0.5900997519493103,0.6577560901641846
33,0.578485369682312,0.6608368754386902,0.5869990587234497,0.6640239953994751
34,0.5757395625114441,0.6621444821357727,0.587656557559967,0.6647962927818298
35,0.57470703125,0.6582216620445251,0.5985996723175049,0.655897855758667
36,0.5744989514350891,0.6601830720901489,0.5839647650718689,0.6723118424415588
37,0.5729654431343079,0.6618176102638245,0.5847563743591309,0.6658096313476562
38,0.5740846395492554,0.6616541147232056,0.5850046277046204,0.6657798886299133
39,0.5707331895828247,0.6626348495483398,0.5869012475013733,0.6691234111785889
40,0.5698041915893555,0.6644328236579895,0.5837517976760864,0.6664597988128662
41,0.5695363283157349,0.6629617810249329,0.5814799070358276,0.6654300093650818
42,0.5687358975410461,0.6665576696395874,0.5848743319511414,0.664915144443512
43,0.5676192045211792,0.6655769944190979,0.5810644626617432,0.6677932739257812
44,0.5679990649223328,0.6672115325927734,0.582608699798584,0.6640206575393677
45,0.5690497159957886,0.6672115325927734,0.5807243585586548,0.6727012991905212
46,0.5673879981040955,0.6637790203094482,0.5810025334358215,0.6656478643417358
47,0.5646807551383972,0.6742399334907532,0.5775466561317444,0.6760712265968323
48,0.5642051696777344,0.6659038662910461,0.579999566078186,0.6707044243812561
49,0.5655561685562134,0.6716247200965881,0.5771843791007996,0.6731633543968201
50,0.5628545880317688,0.6672115325927734,0.5763114094734192,0.6758335828781128
51,0.5625503063201904,0.6701536178588867,0.578944981098175,0.6697373390197754
52,0.5634733438491821,0.6721150875091553,0.5778850317001343,0.6766719222068787
53,0.5608929395675659,0.6730957627296448,0.5769213438034058,0.6710245609283447
54,0.5607715249061584,0.6699901819229126,0.5767425298690796,0.6746156215667725
55,0.5620208382606506,0.671461284160614,0.573140025138855,0.679186999797821
56,0.5624752044677734,0.6717881560325623,0.5751093626022339,0.6755397915840149
57,0.5597025752067566,0.6722785234451294,0.5738031268119812,0.6744043827056885
58,0.5584236979484558,0.6690095067024231,0.5726605653762817,0.6767544150352478
59,0.5577552318572998,0.6744034290313721,0.572416365146637,0.6804940104484558
60,0.5572529435157776,0.6748937368392944,0.5727959871292114,0.6791242957115173
61,0.5568169355392456,0.6766917109489441,0.5743334293365479,0.6764838099479675
62,0.5558628439903259,0.6734226942062378,0.5729910731315613,0.6761603355407715
63,0.5574457049369812,0.6748937368392944,0.570678174495697,0.6831180453300476
64,0.555399477481842,0.6727688908576965,0.5720223188400269,0.682068407535553
65,0.5548772215843201,0.6747303009033203,0.5689553022384644,0.6835669279098511
66,0.5540937781333923,0.679470419883728,0.5757858753204346,0.6719289422035217
67,0.5537886619567871,0.6775090098381042,0.5703463554382324,0.6836560368537903
68,0.5533358454704285,0.6778358817100525,0.5703463554382324,0.6816063523292542
69,0.5556045770645142,0.6797972917556763,0.5783879160881042,0.6787315011024475
70,0.5545538663864136,0.676201343536377,0.5803362131118774,0.6763550639152527
71,0.5550385117530823,0.6783262491226196,0.5669407844543457,0.6842864155769348
72,0.5523374080657959,0.6830663681030273,0.568701982498169,0.6815304160118103
73,0.5507571697235107,0.6801242232322693,0.5742205381393433,0.6772000193595886
74,0.5521364808082581,0.6807780265808105,0.5693783760070801,0.6803157925605774
75,0.552309513092041,0.6788166165351868,0.5679134130477905,0.6819661259651184
76,0.5498310327529907,0.6809414625167847,0.5719835162162781,0.6757147312164307
77,0.55243980884552,0.6750572323799133,0.5693619847297668,0.679180383682251
78,0.5495474934577942,0.6832298040390015,0.5660046339035034,0.6836923360824585
79,0.5487023591995239,0.682249128818512,0.568344235420227,0.6825535893440247
80,0.5486487150192261,0.6811049580574036,0.5680877566337585,0.6812894940376282
81,0.5502300262451172,0.6801242232322693,0.5665608644485474,0.6798801422119141
82,0.5483946204185486,0.6856815814971924,0.5676461458206177,0.6855208873748779
83,0.5489458441734314,0.6799607872962952,0.5648326873779297,0.685867428779602
84,0.547023355960846,0.6824125647544861,0.5676438808441162,0.6819958090782166
85,0.5483117699623108,0.6824125647544861,0.5656201243400574,0.6844448447227478
86,0.5466609597206116,0.6824125647544861,0.5652910470962524,0.6858410239219666
87,0.5457519888877869,0.6837201714515686,0.5649051070213318,0.6835042238235474
88,0.5469355583190918,0.6861719489097595,0.566836953163147,0.681358814239502
89,0.5467134118080139,0.6788166165351868,0.5655471086502075,0.6848277449607849
90,0.5464468598365784,0.6827394366264343,0.565303385257721,0.6851776242256165
91,0.5459810495376587,0.6832298040390015,0.5668271780014038,0.6825965046882629
92,0.5467990040779114,0.6832298040390015,0.56622713804245,0.6855638027191162
93,0.5452855229377747,0.6850277781486511,0.5630988478660583,0.6869797110557556
94,0.5444494485855103,0.6842105388641357,0.5671327710151672,0.6836890578269958
95,0.5455096364021301,0.6840471029281616,0.5635316967964172,0.6874088048934937
96,0.5457243919372559,0.6833932399749756,0.5631569027900696,0.6877355575561523
97,0.544457733631134,0.6878064870834351,0.5665690898895264,0.6855241656303406
98,0.5444933176040649,0.6879699230194092,0.5634230971336365,0.6868906021118164
99,0.5437915325164795,0.6860085129737854,0.5644729137420654,0.6861512660980225
